bedrooms,bathrooms,sqft_above,floors,sqft_lot15,sqft_living15,sqft_basement
3,2.5,1780,1.0,7200,2300,1040
3,1.75,1060,1.0,7503,1580,630
3,1.75,1420,1.0,7954,1730,0
4,1.75,1050,1.0,6916,1540,740
3,1.75,1320,1.0,11039,1340,0
3,2.5,1509,3.0,1991,1509,0
3,2.0,1610,1.0,8308,1600,0
3,1.0,1160,1.0,2267,1800,0
4,2.25,2500,2.0,9100,2470,0
3,2.5,1390,3.0,1592,1680,150
4,2.5,1910,2.0,8485,1980,0
3,2.5,2340,2.0,6209,1850,0
3,2.5,2060,2.0,5010,1980,0
3,2.25,1960,1.0,13608,1920,0
2,1.5,1150,2.0,3425,1400,0
4,2.75,1560,1.0,7600,2350,770
3,2.5,1450,1.0,10119,2110,760
4,1.75,1900,1.0,10587,1530,0
2,1.75,1610,1.5,3572,1800,0
3,1.0,1340,1.0,9800,1320,0
4,1.0,1370,1.5,7048,1280,0
5,1.0,1420,1.5,6250,1420,0
2,2.0,1030,1.0,9199,1790,0
3,2.25,1320,1.0,8400,1780,500
4,1.5,2400,2.0,6900,2420,250
3,1.0,910,1.0,7700,1250,0
3,2.5,1120,2.0,1249,1610,560
2,1.75,970,1.0,10856,1550,580
4,2.5,2780,2.0,4410,2670,0
3,2.5,3240,2.0,12331,3470,0
3,3.5,2480,2.0,11310,2380,0
5,2.5,3180,1.0,15778,2500,0
4,2.5,3630,2.0,8869,3370,0
4,1.0,1370,2.0,6300,1090,0
2,1.5,1000,2.0,1888,1170,70
4,2.0,1170,1.0,8800,1630,1010
4,2.5,3290,2.0,7467,3290,0
3,1.0,1080,1.0,4600,1630,350
4,2.5,1500,1.0,7200,2070,390
3,2.25,1760,2.0,4808,1960,0
4,2.75,1400,1.0,10080,1740,830
3,1.75,1330,1.0,11475,1630,300
3,2.5,2350,2.0,7192,2270,0
3,1.75,1050,1.0,9750,1550,500
3,1.75,1740,1.5,6800,990,0
4,1.75,1090,1.0,7275,1840,750
3,2.5,2010,2.0,3200,2250,0
3,1.75,1320,1.0,8585,1650,350
3,1.75,1040,1.0,6040,1700,780
2,1.0,720,1.0,5820,952,0
4,1.75,1460,1.0,7800,1450,910
3,1.75,1060,1.0,8650,1830,1060
3,1.75,1290,1.0,6682,1440,0
4,3.0,1800,2.0,6900,1830,0
3,1.75,1230,1.0,7938,1420,0
3,2.0,750,1.0,3800,1630,630
2,1.0,740,1.0,7680,1080,0
5,2.5,1720,1.5,8478,1720,0
5,2.5,1720,1.5,8478,1720,0
4,2.5,2100,1.0,7200,1750,0
2,1.0,900,1.0,6462,1330,310
4,2.5,2210,2.0,8683,2970,0
4,2.5,2470,3.0,3060,1270,0
3,2.0,1600,1.5,5900,2040,940
4,2.5,1540,1.0,10918,2020,730
4,2.5,1540,1.0,10918,2020,730
3,2.5,1160,2.0,1576,1470,310
3,1.75,1030,1.0,10565,1160,250
4,2.75,2830,2.0,7916,2830,0
4,2.25,1500,1.5,4750,1980,470
4,1.0,1020,1.5,11213,1290,0
4,2.5,2250,2.0,7526,1980,0
2,1.0,800,1.0,8000,1530,0
3,1.0,1560,1.5,4500,1530,0
4,2.0,1050,1.0,8675,1470,1050
2,1.0,990,1.0,4000,1560,0
3,1.5,1060,1.0,5750,1060,0
2,1.0,1270,1.0,9095,1580,0
4,2.5,2740,2.0,5000,1660,0
4,2.75,1570,1.0,5500,1620,900
3,1.75,1130,1.0,4080,1250,840
4,2.5,1370,1.0,9683,2070,700
3,1.75,1010,1.0,6552,1010,0
4,2.25,1450,1.0,8700,1980,770
2,2.0,1090,3.0,1376,1090,0
3,2.5,1490,2.0,4384,2060,0
2,1.0,700,1.0,6790,990,0
4,1.0,1450,1.0,7680,1160,0
3,2.5,2120,2.0,7795,2330,0
4,2.5,1670,2.0,2051,1650,0
2,1.75,1810,2.0,4479,1350,0
2,1.0,710,1.0,16730,1680,0
3,3.0,1580,1.0,16000,2270,960
3,2.0,1420,1.5,4590,1420,0
4,2.5,2570,2.0,10155,2770,0
3,1.75,1300,1.5,5960,2220,750
3,1.0,920,1.0,4770,920,0
4,3.0,2160,2.0,3541,2330,160
3,1.0,960,1.0,10112,1370,700
3,1.0,830,1.0,7000,1050,300
4,2.5,2550,2.0,5817,2420,0
4,2.75,2420,2.0,6200,2420,0
3,2.25,1470,2.0,1107,1380,0
4,2.5,1530,1.0,14605,2400,500
5,3.5,2650,2.0,13000,3330,720
3,1.5,1740,2.0,3570,1580,200
3,2.5,2420,2.0,5818,2420,0
3,1.0,1010,1.0,9514,1010,0
2,1.5,1340,1.5,3600,1340,0
3,1.75,1310,1.0,9893,1440,0
3,2.75,1890,2.0,4142,1890,0
4,3.0,2580,2.0,5600,2010,0
2,1.0,1040,1.0,5080,910,0
4,3.0,2190,2.0,5142,2130,0
3,1.75,1530,2.0,5000,2140,0
4,1.0,1480,1.5,6000,2380,0
4,2.5,2220,1.0,17026,3530,1400
3,2.75,2650,2.0,14048,2150,720
5,2.5,1140,1.0,8700,1830,960
2,1.0,1120,1.0,6000,1390,1120
3,2.5,1650,2.0,3070,1560,0
4,2.75,2630,2.0,7506,2670,0
4,1.75,1300,2.0,4000,2040,1030
3,2.5,1970,2.0,2778,1850,0
2,1.0,590,1.5,15180,2020,0
3,2.5,2060,2.0,4399,2060,0
3,1.5,1890,1.5,5000,2560,0
4,2.5,2810,2.0,10986,3540,0
4,1.75,2190,2.0,7700,2410,0
3,2.5,1440,2.0,3060,1650,0
3,3.0,1500,1.0,10667,2480,980
4,2.5,2780,2.0,7950,2750,0
4,3.0,2180,2.0,6534,1500,0
3,2.25,3340,1.0,12304,2060,0
3,2.25,2150,1.5,4320,2970,410
3,2.5,2230,3.0,7200,2230,0
2,1.0,900,2.0,1830,1570,0
3,1.0,1010,1.0,9680,1270,0
3,2.0,870,1.0,5535,1310,710
3,2.5,1890,2.0,6525,2100,0
4,2.25,1460,1.0,8817,1880,700
4,2.25,1460,1.0,8817,1880,700
2,1.0,1410,1.5,4224,1410,0
2,1.5,1430,3.0,1650,1430,0
3,1.0,880,1.0,6127,1610,150
3,2.5,720,2.0,2594,1120,350
3,2.5,1730,1.0,9608,2450,590
2,1.75,1270,1.0,7500,1280,0
4,3.0,2570,2.0,4950,1630,0
3,1.0,920,1.0,5200,960,0
4,3.0,2483,2.0,5720,2075,0
3,2.25,2140,2.0,4712,1430,0
3,1.75,1300,1.0,4000,1880,600
3,2.25,1290,1.0,6033,1650,360
3,1.0,1510,1.0,7220,1180,0
3,2.0,1880,1.5,4500,2060,830
3,1.0,940,1.0,8370,1430,0
3,2.25,1090,1.0,9394,1520,510
4,2.5,2640,2.0,4057,2460,0
3,2.5,1630,3.0,1527,1500,0
3,1.0,830,1.0,9198,1240,0
3,2.5,1800,2.0,14025,2450,0
3,2.25,1070,1.0,9600,2340,990
4,2.75,1160,1.0,11357,1770,750
3,1.5,1320,2.0,5250,1230,0
3,1.0,1220,1.0,5038,1140,0
5,2.75,3100,2.0,5250,2440,0
3,1.0,1080,1.5,10600,1470,0
2,1.0,880,1.0,6650,1250,0
2,1.0,720,1.0,8916,1100,0
4,2.75,2030,1.0,7627,1790,0
4,2.0,2040,2.0,8281,2560,0
3,1.0,1070,1.0,8295,2030,500
2,1.0,1500,1.0,3420,2050,0
4,2.5,3180,2.0,15522,3020,0
3,1.75,1260,1.0,11052,1570,0
3,1.5,1390,2.0,11860,1390,0
3,3.0,2240,1.0,9375,1800,610
4,2.5,2070,2.0,2957,1900,0
3,3.25,1760,1.0,7727,2400,890
3,1.75,1220,1.0,8028,2000,0
3,2.0,1630,1.0,9890,2250,0
2,2.5,1595,2.0,794,1780,190
3,2.5,840,2.0,925,1270,420
3,1.5,1380,1.0,9200,1380,0
3,1.75,1320,1.0,7200,1820,1010
2,1.0,840,1.0,4494,1120,0
3,2.25,1180,1.0,8165,1870,550
4,2.5,2230,2.0,4919,1970,0
3,2.5,1790,2.0,3365,1700,0
3,2.5,2280,2.0,9536,2400,0
3,2.5,1270,1.0,5330,2510,1160
5,3.0,1150,1.0,8560,2040,1080
2,1.0,770,1.0,4000,1440,0
4,1.75,944,1.0,5000,1290,870
4,1.75,1000,1.0,8400,1910,920
4,2.5,1170,1.5,3840,1400,690
5,3.0,1730,1.0,10000,2520,1020
4,2.5,1930,1.0,10454,2100,0
3,2.5,1950,2.0,8588,1540,0
3,2.25,1310,1.0,7429,1620,320
4,2.25,1630,1.0,16000,2370,480
3,1.75,1250,1.0,5000,1980,240
3,2.5,1320,2.0,1789,1740,420
4,2.75,1300,1.0,6000,2230,600
3,1.0,1090,1.5,6708,1170,0
3,1.75,1420,1.0,8000,1380,300
2,3.25,1400,3.0,1335,1400,0
4,2.5,1320,1.0,7200,1850,770
3,1.75,1580,1.0,8446,2100,0
4,2.5,2620,2.0,13285,2500,0
3,2.0,870,1.0,4662,1500,630
4,2.5,2030,2.0,5232,2260,0
3,1.0,1020,1.0,9660,1180,0
3,2.5,770,1.0,6638,1000,770
5,3.0,2890,1.0,16200,3620,1020
4,2.5,3180,2.0,10355,2670,0
3,2.5,2330,2.0,9160,2460,0
3,2.5,2150,1.5,14700,1700,450
4,1.75,1040,1.0,5000,1450,910
4,1.0,1130,1.5,8652,1130,0
3,2.5,2620,2.0,4756,2400,0
4,1.75,2000,1.0,10445,2590,180
3,1.75,980,1.0,7480,1070,980
3,1.75,980,1.0,7480,1070,980
2,1.0,1150,1.0,4000,1160,0
4,2.5,2800,2.0,6820,2060,0
3,2.0,780,1.0,5100,1460,530
3,2.5,1430,1.0,10350,1470,0
4,2.5,1610,1.0,8241,2070,730
3,1.0,1290,1.0,11196,1410,0
2,1.0,760,1.0,6380,1590,0
3,2.0,1530,1.5,4132,2010,560
4,3.0,2460,1.0,16181,2740,600
3,1.0,1110,1.0,8094,1200,0
3,2.0,1790,1.5,7879,1790,0
3,1.5,1830,1.0,8168,1830,0
4,3.5,1970,2.0,3880,1460,880
3,1.0,1420,1.0,6000,1480,0
2,1.0,790,1.0,11470,1260,0
3,2.5,2300,2.0,4307,2010,0
3,2.0,870,1.0,6580,1690,440
4,2.5,2790,2.0,10126,2650,0
3,2.5,1360,2.0,7353,1540,0
4,2.5,2510,2.0,6060,2760,0
2,1.0,780,1.0,5060,1500,0
3,2.0,1410,1.0,8278,1780,0
4,2.0,1910,1.5,5750,1310,620
3,2.0,1270,1.0,5734,1550,0
2,1.75,1350,1.5,4000,1310,100
4,2.5,2650,2.0,14054,2880,0
3,1.75,1240,1.0,8037,1700,0
2,1.0,820,1.0,9140,1960,0
2,1.0,1890,1.5,5100,1670,0
3,2.0,1270,2.0,3090,1440,0
2,1.0,1550,1.5,3937,1800,0
3,1.0,920,1.0,9812,1188,0
2,1.0,950,1.0,5400,1420,0
4,1.75,1020,1.0,4206,1790,1020
4,1.75,1200,2.0,5000,1790,670
3,1.75,900,1.0,6000,1600,820
2,1.0,1020,1.0,8250,980,0
4,2.5,2690,2.0,6168,2520,0
3,1.5,1070,1.0,4800,1020,0
4,2.25,2050,2.0,7350,1970,0
3,1.5,1660,2.0,14400,1660,0
5,1.75,1520,1.0,9360,1770,1290
4,2.25,1720,1.0,14600,2460,740
3,1.75,1230,1.0,12000,1550,0
4,2.5,2360,2.0,4868,2360,0
4,1.75,980,1.0,12325,2100,750
4,2.0,1630,2.0,4000,1640,140
5,2.75,3030,2.0,13225,2500,0
3,1.75,1320,1.5,6000,1290,1060
4,1.5,1540,2.0,7396,1550,0
3,2.25,1580,2.0,4187,1770,0
4,2.5,3200,2.0,5772,3010,0
4,2.5,2220,2.0,5303,2220,0
4,2.75,1380,2.0,8163,1550,860
2,1.75,1040,1.0,5200,1460,600
3,1.5,1170,1.0,7700,1570,0
3,2.5,2100,2.0,8187,2100,0
4,2.5,2600,2.0,11553,2950,0
3,1.75,1630,1.5,7500,1540,0
4,3.0,2560,2.0,7334,2667,0
2,1.5,840,2.0,1228,1100,140
3,2.0,2160,1.5,8297,2190,0
3,3.0,2080,1.5,5720,1910,950
4,3.5,2590,2.0,6978,3290,970
2,1.0,760,1.0,8580,1050,0
3,3.0,2260,2.0,2790,1320,0
2,1.75,880,1.0,4940,2060,680
5,3.0,1340,1.0,6187,1870,930
5,3.0,3480,2.0,14257,3030,0
3,2.25,1900,2.0,6559,1520,0
4,3.0,1650,1.0,9100,2440,700
3,2.5,1700,1.0,5500,2700,690
4,2.5,3730,2.0,10219,3490,0
4,2.5,1630,2.0,5082,1830,0
2,1.0,1130,1.5,6908,1150,0
3,1.75,1070,1.0,4000,1620,1070
4,2.5,3220,2.0,8023,2610,0
3,2.5,1690,2.0,4097,1570,110
2,2.5,809,2.0,4240,1260,0
3,2.25,1240,1.0,9694,1820,580
2,1.0,580,1.0,11250,1700,0
2,1.0,580,1.0,11250,1700,0
3,2.0,1520,1.0,6250,1810,1380
2,1.0,1060,1.0,7200,1460,0
4,3.0,1260,1.0,7200,1760,1060
2,1.0,1310,1.0,5748,1350,450
4,1.0,1940,1.5,6075,2170,0
4,2.0,1600,1.0,7937,2040,920
3,1.0,1360,1.0,7355,1490,0
2,1.0,800,1.0,5040,1020,0
4,2.5,3010,2.0,8413,2840,0
3,1.75,2340,2.0,5500,2830,0
3,2.0,1780,1.0,8542,2470,0
2,1.75,860,1.0,4500,1360,860
2,1.0,830,1.0,5350,1092,0
3,1.0,890,1.0,7080,1460,200
5,2.75,2950,2.0,5040,1450,550
3,1.0,1080,1.0,6250,1070,0
3,1.0,1080,1.0,6250,1070,0
3,1.0,1080,1.0,6250,1070,0
3,1.0,870,1.0,5200,870,0
4,2.5,2830,2.0,6202,2730,0
4,2.0,1880,2.0,14858,1750,0
4,2.75,2610,2.0,5040,1590,990
4,2.5,2340,2.0,5600,1310,0
3,2.0,810,1.0,10582,1460,1230
3,1.75,1310,1.0,13500,1790,0
3,2.0,1090,1.0,7799,1880,380
3,1.75,1370,1.0,9600,1490,0
3,1.0,990,1.5,7800,1170,90
3,2.5,1990,2.0,7152,1900,0
3,1.0,1310,1.0,7300,1280,0
3,1.75,1130,1.0,10259,1680,510
3,2.25,1350,1.0,7875,1850,420
3,2.5,2050,2.0,4065,2320,0
2,1.0,1340,1.0,7026,1450,0
3,1.5,1120,1.0,7110,1740,1120
2,1.0,880,1.0,13000,1217,0
3,2.5,2170,2.0,4935,2300,0
2,1.5,1260,1.5,4770,2140,0
3,1.75,1380,1.0,10883,3550,500
3,2.5,1620,1.0,8121,1450,0
3,2.5,1610,2.0,10017,1820,0
4,2.75,3330,2.0,9143,2390,0
4,2.0,1370,2.0,5720,2010,0
2,1.0,690,1.0,3030,840,0
4,2.5,2570,2.0,5000,2060,600
2,2.0,1010,1.0,5150,1470,980
4,1.0,1080,1.5,5060,1200,0
4,1.0,1090,1.5,6045,1650,780
3,1.75,1370,1.0,12123,1800,300
4,2.5,2800,2.0,4694,2530,0
5,2.75,3460,2.0,6630,3390,0
3,2.0,1930,1.0,12183,1400,0
4,3.0,1750,2.0,4698,1690,620
3,1.0,1180,1.0,6000,1680,0
2,1.0,1320,1.5,2873,1360,0
3,1.75,1350,1.5,4000,1880,0
2,1.5,1068,2.0,1357,1078,0
3,1.0,1040,1.0,9200,1480,540
4,1.0,1690,1.5,4800,1970,0
4,3.25,1870,1.5,4000,1810,550
3,2.5,1910,2.0,4647,1940,0
3,2.25,1130,1.0,8125,1510,310
5,3.0,1510,1.0,4800,1200,810
3,2.0,1670,1.5,4890,1480,0
3,1.75,1390,1.0,8686,1060,0
3,2.5,2620,2.0,8809,2850,0
3,2.5,3040,2.0,7880,3040,0
3,2.25,1210,1.0,7500,1740,530
3,2.75,1650,2.5,3120,1716,590
4,2.0,1610,1.0,7500,1610,0
2,1.0,700,1.0,6700,1160,0
5,3.0,1670,1.0,9519,1150,1060
3,2.75,1080,1.0,10155,1792,700
3,3.0,2060,2.0,2669,1760,0
3,2.25,1360,1.5,5111,1900,0
3,2.0,1430,1.0,11475,1530,0
3,2.25,1840,2.0,2462,1670,0
4,2.25,2000,2.0,7837,2080,0
3,2.5,1820,2.0,7767,1860,0
3,1.75,2330,2.0,16300,2330,0
2,2.0,1070,1.0,8190,1430,0
2,1.0,930,1.0,4300,1740,0
2,2.0,1040,1.0,5796,2300,0
4,2.25,1960,2.0,12436,1960,0
3,1.5,2200,1.5,5000,2860,0
2,1.5,830,2.0,2534,1130,0
3,2.0,1330,1.0,13848,2390,1230
3,1.5,1350,1.0,7620,1350,0
4,2.25,910,1.0,8200,1760,330
4,2.75,1810,1.0,7360,2450,1400
3,2.5,1690,2.0,3446,1650,0
4,2.5,2550,2.0,8100,2750,0
4,2.5,3560,2.0,7680,1660,0
4,2.5,3060,2.0,5548,2870,0
3,2.5,1690,2.0,7532,1690,0
3,2.25,1520,2.0,6751,1410,0
4,2.5,2040,2.0,6753,1570,0
3,2.0,2180,1.0,17300,2600,180
4,1.75,1360,1.5,4840,1320,0
3,2.5,2000,2.0,7827,1750,0
3,2.5,1650,2.0,5637,1800,0
3,3.0,2500,2.0,7855,2290,0
3,1.5,1140,1.0,7500,1380,0
3,1.5,2140,1.5,6016,1060,0
3,2.75,2870,2.0,7925,2570,0
2,1.0,830,1.0,8184,1180,0
3,2.25,1960,2.0,9753,2080,0
4,1.5,1130,1.0,5200,1140,0
3,2.75,1650,1.0,5800,2340,1120
3,2.5,2650,2.0,8965,2920,0
3,2.75,2370,2.0,5454,2090,130
3,2.25,2490,2.0,10000,2690,0
3,1.75,1500,1.0,7560,1500,0
3,2.0,580,1.0,16320,2961,580
4,1.5,1440,1.0,6500,2070,440
3,2.5,1340,2.0,4520,990,0
3,2.5,1960,2.0,3593,1690,0
3,2.25,1500,1.0,11031,2030,530
5,3.0,1440,1.0,5800,1960,760
3,2.0,1840,1.5,4750,2190,700
3,2.0,1520,1.0,7379,1890,0
3,2.25,2080,2.0,5470,2840,280
3,1.75,1340,1.5,2805,1650,0
2,1.5,1400,2.0,3920,1470,0
4,1.5,1030,1.0,7000,1520,550
2,1.0,1060,1.0,4462,1900,1060
2,1.0,1040,1.0,5040,1780,600
3,2.25,1520,1.0,7980,1830,370
4,2.0,1710,1.5,3812,1710,0
2,2.0,1140,1.0,9000,1650,0
4,3.0,1800,2.0,4001,1940,920
2,1.75,950,1.0,4110,1060,700
3,1.75,1330,1.0,8097,1970,460
4,1.75,1680,1.5,7425,950,0
3,1.75,1250,1.0,9825,2200,950
2,1.0,830,1.0,5100,1050,0
2,1.0,770,1.0,4800,1390,0
4,2.5,3280,2.0,7570,3110,0
3,3.25,1220,2.0,6518,2680,860
3,2.25,1780,2.0,7625,1510,0
4,1.75,1460,1.0,9840,1820,0
3,1.0,1410,1.0,8058,1500,0
4,2.25,1300,1.0,12054,2170,870
2,1.0,690,1.0,5700,1380,0
4,3.0,3000,2.0,8366,2520,0
3,1.0,870,1.0,5200,1020,0
4,1.0,770,1.0,8000,910,770
3,1.0,1270,1.0,8250,1560,0
3,1.75,1480,1.0,6450,2190,710
4,2.5,2480,2.0,7634,2550,310
3,1.0,1170,1.0,6000,1125,340
2,1.75,990,1.0,7400,1940,810
4,1.0,1510,1.0,6255,1880,900
4,2.75,1480,1.0,7632,2070,770
3,1.0,950,1.5,4760,1080,0
2,1.0,1130,1.0,10125,1680,430
2,1.5,970,1.0,5700,1250,970
4,3.25,3480,1.5,6389,2410,100
4,2.5,2040,2.0,6646,1720,0
5,1.0,1700,1.5,8212,1740,0
2,1.75,1050,1.0,3802,1150,0
3,2.0,1690,1.0,9583,1690,0
2,1.0,1120,1.0,5356,1420,0
3,1.75,1090,2.0,1206,1460,400
5,2.0,1390,1.5,6000,1600,830
3,2.5,1880,1.5,6000,2300,280
2,1.0,870,1.0,7987,1300,0
3,1.75,1900,1.0,16600,2510,0
4,3.5,2470,2.0,5000,1820,900
3,2.75,2310,1.5,5618,1720,1060
2,1.0,880,1.0,5500,1960,0
2,1.0,940,1.0,7500,1200,0
3,1.0,1340,1.0,7215,1340,0
3,1.5,1440,1.0,12040,1720,0
3,1.5,1750,1.0,12196,1740,0
5,3.5,2910,2.0,5000,1310,1080
3,2.5,2860,2.0,4400,1440,0
4,2.5,1940,2.0,3864,1900,0
2,1.5,1400,1.0,11241,1220,0
3,2.5,1770,2.0,6510,1590,0
4,2.0,1710,1.5,4178,1760,0
4,2.5,2810,2.0,4240,1770,0
3,1.0,1580,1.0,16420,2130,0
3,1.0,1580,1.5,4000,1280,0
3,1.0,1440,1.5,7770,1700,0
4,2.5,2420,2.0,7200,1400,0
4,1.5,1930,1.0,7500,1620,0
4,2.5,1310,1.0,7477,1780,930
2,1.0,920,1.0,2640,1570,0
4,1.75,1000,1.0,9000,1510,520
3,2.0,1460,1.5,4750,1690,0
3,1.5,1430,1.0,11659,1520,0
3,2.5,2500,2.0,4798,2460,0
2,1.0,720,1.0,7250,1760,0
2,1.0,850,1.0,5832,1410,290
3,1.0,1320,1.0,7455,1260,0
4,3.0,1370,1.0,7944,2020,800
3,2.5,2020,2.0,8500,2410,0
3,2.5,1990,2.0,3842,2110,0
4,2.0,1480,1.5,3900,2350,1180
4,2.5,1780,1.0,12400,2780,580
3,1.75,1000,1.0,5850,1540,360
2,1.0,1230,1.0,5413,1230,0
3,1.5,1260,1.0,8776,1510,0
2,1.0,1040,1.0,4800,3120,0
4,2.5,1670,1.0,9228,2470,1030
3,1.75,1800,2.0,4429,1310,0
3,1.5,1080,1.0,7594,1590,510
3,1.75,1370,1.0,10317,1370,0
4,2.5,3320,2.0,9472,3320,0
4,2.5,1690,1.0,10046,2690,1290
3,2.5,1350,3.0,4150,1350,0
3,1.0,1160,1.0,9730,1160,0
3,2.25,1480,2.0,3600,1280,0
3,2.0,820,1.0,5328,2270,820
4,2.5,2680,2.0,7133,2540,0
4,2.25,1540,1.0,6284,1710,900
3,2.25,1780,2.0,7533,1820,0
4,2.5,1820,1.0,7275,2390,350
4,2.5,1260,1.0,10714,1610,800
3,1.5,1050,1.0,5200,1100,0
2,1.0,790,1.0,7200,1150,0
3,1.0,1010,1.0,5977,1260,0
2,1.0,1040,1.0,5897,1390,0
4,3.5,2060,2.0,4500,1500,1070
2,1.0,900,1.0,4500,860,0
4,1.0,1470,1.5,5450,2160,0
3,2.25,1480,1.0,9602,2510,960
4,1.75,1320,1.0,8775,1660,1200
4,1.75,880,1.0,6000,2040,880
3,2.25,1220,1.0,15000,2050,600
3,2.25,1220,1.0,15000,2050,600
4,2.5,3040,2.0,10026,2420,0
4,1.5,1440,1.0,7920,2140,1000
3,1.75,2280,2.0,6670,1610,0
3,2.25,1560,1.0,8000,2360,420
5,1.75,1180,1.0,5500,2100,1180
4,2.5,1190,1.0,10400,1960,1110
2,1.0,910,1.0,6490,1040,0
3,2.0,1140,1.0,8400,1140,0
4,2.5,2390,2.0,5342,2600,0
3,1.0,1150,1.0,4945,1390,0
5,2.0,1270,1.0,8287,1550,1060
3,2.5,2420,2.0,9000,2630,0
4,1.75,580,1.0,8249,1720,380
4,2.5,2370,2.0,6070,2190,0
3,1.75,1580,1.0,9592,1380,1300
4,2.25,2400,1.5,8452,2170,0
5,2.5,3670,1.5,9425,2340,0
3,1.5,840,1.0,15247,1200,300
4,1.75,1460,1.5,4280,1930,260
3,2.5,1620,1.0,15680,1620,0
3,1.75,970,1.0,5750,1790,600
5,2.75,1990,1.5,5000,1820,0
2,1.0,930,1.0,6400,1340,0
3,1.75,1210,1.0,6900,1550,340
4,1.0,1650,1.0,9776,2240,0
2,1.0,800,1.0,5940,920,0
2,1.0,930,1.0,9000,1730,0
4,1.5,1760,1.5,4000,1840,790
2,1.0,720,1.0,4760,840,0
2,1.0,620,1.0,4760,620,0
3,2.5,2360,2.0,11260,2400,0
3,1.75,1460,1.0,8400,1980,300
3,1.75,1080,1.0,11250,2100,1020
5,2.25,2480,2.0,12000,2570,0
3,1.0,1040,2.0,6512,1030,0
4,2.0,1790,1.5,3767,1660,300
2,1.0,700,1.0,6000,1060,0
2,1.0,760,1.0,7102,780,0
3,2.0,1720,2.0,6000,1390,120
3,2.0,1090,1.0,7741,1490,0
4,2.25,1460,1.0,8479,2040,440
4,2.5,2790,2.0,15653,3520,0
2,1.0,1020,1.0,6380,1540,260
3,1.0,1510,1.0,12970,1510,0
2,1.0,700,1.0,5599,1130,0
3,1.0,1440,1.5,4500,1640,0
2,1.0,1400,1.0,8220,1760,0
3,1.75,1370,1.0,7156,1210,900
3,2.25,1310,1.0,11250,1600,0
3,1.75,1680,1.0,8214,2040,0
3,2.25,2260,1.0,12534,2820,0
3,2.25,1050,2.0,1245,1350,300
2,1.5,1820,2.0,9288,1430,0
3,3.5,2800,3.0,5000,2790,580
4,2.5,2430,2.0,3844,2650,0
2,1.0,940,1.0,6000,1310,0
3,1.5,1140,1.0,5386,1770,930
4,1.0,1510,1.5,1602,1560,0
2,1.0,700,1.0,5995,1070,0
3,1.0,1150,1.0,5664,1150,0
3,2.5,2340,2.0,3739,1970,0
3,3.25,1510,3.0,1245,1510,0
3,2.0,1590,1.0,16215,3000,480
2,1.0,1050,1.0,4320,1463,100
4,2.75,1470,1.5,3800,1600,720
4,1.75,1480,1.0,9360,1980,500
3,1.0,960,1.0,7620,1060,0
3,1.75,1380,1.0,6122,2020,800
4,2.5,2560,2.0,10150,2130,0
4,2.25,1540,1.0,9634,1920,730
5,2.75,3550,2.0,9600,3370,0
3,2.0,1330,1.0,4842,1900,0
4,2.5,2110,2.0,7000,2050,0
4,3.0,860,1.0,5000,1310,690
3,2.5,2030,3.0,1441,1450,0
3,2.0,1500,1.0,14013,1580,0
2,1.0,920,1.0,7440,1040,0
3,1.0,1040,1.0,8200,1420,430
2,1.0,1150,1.0,3753,2240,0
3,1.75,1690,1.0,4093,1530,0
4,2.75,1240,1.0,9325,1980,910
3,3.25,1730,1.0,4000,2080,600
4,2.0,2350,2.0,11000,1430,330
3,2.5,1320,2.0,1789,1740,420
2,1.75,1080,1.0,6000,2070,240
4,3.5,3150,2.0,4200,1550,0
4,3.0,2050,1.0,12214,1820,430
3,1.0,1010,1.0,6500,1820,0
3,1.75,2220,1.0,11745,2070,0
3,1.5,1010,1.0,7700,1640,0
2,1.0,860,1.0,7682,1550,580
3,1.0,1230,1.0,7238,1710,0
3,1.75,1280,1.0,7560,2100,430
3,3.0,1680,2.0,10362,1820,710
4,2.5,2300,2.0,8835,2280,0
5,3.0,1360,1.0,5500,1950,910
3,2.5,2290,2.0,7500,2700,0
4,1.0,970,1.0,8400,1590,360
3,1.0,1200,1.5,8068,1380,0
3,2.25,1580,2.0,9675,1950,580
3,1.0,1120,1.0,10500,1320,0
4,2.5,1200,1.0,9481,1450,890
3,3.25,1470,3.0,1506,1470,0
3,1.75,2270,2.0,9600,2260,0
3,1.75,720,1.0,5750,1500,720
3,1.5,1200,1.0,7668,1510,0
3,1.75,860,1.0,10359,1480,860
4,2.5,2400,2.0,7756,2040,0
4,2.5,1960,2.0,11785,2360,0
4,1.75,1260,1.0,6775,1430,630
3,2.25,1590,2.0,2890,1540,0
4,2.5,2590,2.0,9264,2730,0
3,1.0,860,1.5,4080,1540,0
3,2.5,1270,2.0,2206,1420,0
2,2.25,1130,2.0,1710,1140,0
3,2.5,1860,2.0,14055,2040,0
2,1.0,1802,1.0,7332,1810,0
5,3.0,3420,2.5,5600,3220,1060
2,1.0,940,1.0,7161,1400,370
2,1.0,1130,1.0,10798,1270,0
3,2.5,1230,1.0,12000,1930,950
3,1.5,1830,1.5,12233,1520,0
3,2.75,1470,1.0,8887,2640,870
3,2.5,2830,3.0,5100,1780,0
3,1.0,900,1.0,2880,1940,710
4,2.75,1930,1.0,10001,2410,730
3,1.0,1030,1.0,5250,1030,0
3,1.75,1220,1.0,8775,1180,360
3,2.75,1730,2.0,5336,1100,600
