sqft_above,sqft_lot15,sqft_living15
1210,9714,1580
1150,12150,1490
1560,6000,2060
1750,28200,2010
2150,9800,1670
1040,7865,1310
1330,5750,1360
1440,10026,1910
2375,4442,2095
2480,4504,2950
790,6099,1330
1390,10500,2150
1920,7700,1310
1570,9896,2680
910,7200,1530
1240,11328,2240
1060,6000,1610
3920,8598,3920
1330,5000,1900
1964,3547,1757
1520,3451,1800
3720,19036,4100
770,9352,1060
3210,14910,3280
1070,7200,1280
1430,9425,1080
1670,2897,1670
710,9000,1230
1060,5134,1580
750,5534,1050
2210,4288,890
1660,9614,1580
1910,14806,1820
1910,14806,1820
780,9750,1670
1500,10260,1420
3230,6600,3030
810,4800,1040
2750,14564,2500
1650,18750,1630
1080,5760,1720
2790,10125,2570
1300,10563,2090
850,4720,1280
1240,8840,1480
1110,3695,1680
1410,6000,1760
1490,8063,1580
1710,4770,1810
1980,14175,3480
1870,18480,4780
2960,41433,2350
2330,15815,2440
700,6060,960
2830,6890,2520
860,7740,1240
1310,6600,1240
1210,11500,1800
1100,11321,2140
2380,8638,2490
2280,9782,2670
1040,5200,1640
750,4440,760
1980,2153,1570
2720,8603,1950
1660,9600,2020
2560,8357,2780
1080,3471,1070
2050,11041,2530
1780,4000,1820
1730,7396,1770
990,9870,1210
1780,6000,3040
700,8046,1250
1090,3880,1390
1170,9790,2000
2500,5568,2810
2570,10078,2590
2940,10547,2980
3930,36460,2860
2150,10283,1760
630,6000,1140
3220,4759,2550
2710,7266,2730
1630,199069,1680
1680,5559,1800
1930,5080,2410
1550,9000,2350
4070,10871,2820
1350,10000,1450
4270,5251,2610
1320,5250,1490
1230,10830,1700
710,14700,1320
1020,5000,1570
1180,7020,1740
1250,217800,1820
1490,7529,1540
1000,13500,1300
2150,25120,3600
1300,11505,2350
1330,8136,1330
3200,6094,3120
2590,8469,2850
2590,8469,2850
1150,8071,1770
1950,20409,2550
1670,8800,2410
3090,19862,2970
2650,49044,2560
1440,11902,1500
1780,7200,2300
1060,7503,1580
1420,7954,1730
1050,6916,1540
1320,11039,1340
1509,1991,1509
1610,8308,1600
1550,50094,1720
1160,2267,1800
2500,9100,2470
1390,1592,1680
1910,8485,1980
2340,6209,1850
2060,5010,1980
1960,13608,1920
1150,3425,1400
1560,7600,2350
1450,10119,2110
2170,19863,3480
1900,10587,1530
1610,3572,1800
1340,9800,1320
3170,36740,3920
3140,8640,4440
1370,7048,1280
1420,6250,1420
1030,9199,1790
1320,8400,1780
2400,6900,2420
910,7700,1250
1120,1249,1610
970,10856,1550
2780,4410,2670
4070,9401,2640
3240,12331,3470
2550,34284,2860
2180,120225,2060
2480,11310,2380
3180,15778,2500
3630,8869,3370
3160,6087,3670
1370,6300,1090
1000,1888,1170
1170,8800,1630
2420,36680,2410
3290,7467,3290
1080,4600,1630
1500,7200,2070
1760,4808,1960
1400,10080,1740
1330,11475,1630
2350,7192,2270
1050,9750,1550
3550,215186,3080
1360,22474,1920
1740,6800,990
1090,7275,1840
2010,3200,2250
1320,8585,1650
1040,6040,1700
720,5820,952
1460,7800,1450
1060,8650,1830
1290,6682,1440
1800,6900,1830
1230,7938,1420
750,3800,1630
740,7680,1080
1720,8478,1720
1720,8478,1720
2100,7200,1750
900,6462,1330
2210,8683,2970
2470,3060,1270
1600,18000,460
1600,5900,2040
4170,7800,4270
3420,5580,1360
1540,10918,2020
1540,10918,2020
1160,1576,1470
1030,10565,1160
2830,7916,2830
1500,4750,1980
1390,24225,1620
1020,11213,1290
2250,7526,1980
800,8000,1530
1560,4500,1530
1050,8675,1470
990,4000,1560
1060,5750,1060
1270,9095,1580
2740,5000,1660
1570,5500,1620
1130,4080,1250
1370,9683,2070
1010,6552,1010
1450,8700,1980
1090,1376,1090
2510,26400,3810
1490,4384,2060
700,6790,990
1450,7680,1160
2120,7795,2330
1670,2051,1650
1810,4479,1350
710,16730,1680
1580,16000,2270
1420,4590,1420
1840,189100,2440
2570,10155,2770
3090,17853,3740
1300,5960,2220
920,4770,920
2160,3541,2330
1960,12528,3220
960,10112,1370
830,7000,1050
2550,5817,2420
2420,6200,2420
1470,1107,1380
1530,14605,2400
2310,3825,1340
2650,13000,3330
1900,43995,2070
1740,3570,1580
2420,5818,2420
1010,9514,1010
2380,3600,1530
1340,3600,1340
1310,9893,1440
1680,30500,2650
1890,4142,1890
2580,5600,2010
3500,7666,3920
1040,5080,910
1930,87120,1710
2190,5142,2130
1530,5000,2140
1480,6000,2380
2220,17026,3530
2650,14048,2150
1140,8700,1830
3370,38896,3370
1120,6000,1390
1650,3070,1560
2630,7506,2670
1300,4000,2040
1970,2778,1850
1770,14890,3740
590,15180,2020
2060,4399,2060
1890,5000,2560
2810,10986,3540
1470,18581,1770
2190,7700,2410
1440,3060,1650
1500,10667,2480
2780,7950,2750
2180,6534,1500
3340,12304,2060
2150,4320,2970
1600,198414,1600
2230,7200,2230
900,1830,1570
1010,9680,1270
870,5535,1310
1890,6525,2100
1460,8817,1880
1460,8817,1880
1410,4224,1410
1430,1650,1430
2380,4080,2030
866,53024,2590
880,6127,1610
720,2594,1120
1730,9608,2450
1270,7500,1280
2570,4950,1630
920,5200,960
1790,43560,2290
480,9924,1550
2483,5720,2075
2140,4712,1430
1300,4000,1880
1290,6033,1650
1510,7220,1180
2910,37500,2590
3680,4080,2160
1880,4500,2060
950,37531,1790
940,8370,1430
1090,9394,1520
2640,4057,2460
2260,20176,3450
1630,1527,1500
830,9198,1240
1800,14025,2450
1070,9600,2340
2020,20098,2990
1160,11357,1770
2800,60351,2750
1320,5250,1230
1220,5038,1140
3100,5250,2440
550,4560,1100
1080,10600,1470
880,6650,1250
720,8916,1100
2030,7627,1790
2040,8281,2560
1070,8295,2030
1500,3420,2050
3180,15522,3020
1260,11052,1570
1390,11860,1390
2240,9375,1800
2070,2957,1900
1760,7727,2400
1220,8028,2000
1630,9890,2250
1595,794,1780
840,925,1270
1380,9200,1380
1320,7200,1820
840,4494,1120
1180,8165,1870
2230,4919,1970
1790,3365,1700
2280,9536,2400
1270,5330,2510
2160,5500,1890
1150,8560,2040
770,4000,1440
944,5000,1290
1000,8400,1910
1170,3840,1400
1730,10000,2520
1930,10454,2100
1950,8588,1540
2470,9454,2470
1310,7429,1620
1630,16000,2370
1250,5000,1980
1320,1789,1740
1300,6000,2230
4510,13500,3510
1090,6708,1170
1420,8000,1380
1400,1335,1400
1320,7200,1850
1580,8446,2100
2620,13285,2500
870,4662,1500
2030,5232,2260
1020,9660,1180
770,6638,1000
2890,16200,3620
3920,9750,1400
3180,10355,2670
2330,9160,2460
2150,14700,1700
1040,5000,1450
1650,11328,2620
1130,8652,1130
2620,4756,2400
1120,101930,2150
1800,18163,1410
2000,10445,2590
980,7480,1070
980,7480,1070
1150,4000,1160
2800,6820,2060
780,5100,1460
2340,137649,3260
1430,10350,1470
1610,8241,2070
1290,11196,1410
760,6380,1590
2780,13950,2120
1530,4132,2010
2460,16181,2740
1110,8094,1200
1790,7879,1790
1830,8168,1830
1970,3880,1460
1420,6000,1480
790,11470,1260
2300,4307,2010
2440,84000,3170
870,6580,1690
1380,22001,1890
2790,10126,2650
1360,7353,1540
2510,6060,2760
4040,11561,2620
780,5060,1500
1410,8278,1780
1910,5750,1310
1270,5734,1550
1990,5323,2110
1350,4000,1310
1160,53578,2040
2650,14054,2880
1240,8037,1700
820,9140,1960
1890,5100,1670
1270,3090,1440
1760,10804,4240
1550,3937,1800
920,9812,1188
950,5400,1420
1020,4206,1790
1200,5000,1790
900,6000,1600
1020,8250,980
2690,6168,2520
3090,34280,3300
1070,4800,1020
2050,7350,1970
1660,14400,1660
1520,9360,1770
1720,14600,2460
1230,12000,1550
2360,4868,2360
980,12325,2100
2770,21656,2500
1630,4000,1640
3030,13225,2500
1320,6000,1290
1780,25000,1440
1540,7396,1550
1580,4187,1770
3200,5772,3010
2220,5303,2220
1380,8163,1550
1040,5200,1460
1170,7700,1570
3160,38045,3530
2100,8187,2100
2600,11553,2950
1630,7500,1540
2340,18240,2860
2560,7334,2667
840,1228,1100
5480,22954,2500
2160,8297,2190
2080,5720,1910
2590,6978,3290
760,8580,1050
2260,2790,1320
880,4940,2060
1340,6187,1870
3480,14257,3030
1900,6559,1520
1650,9100,2440
1700,5500,2700
3730,10219,3490
1780,26723,1780
1630,5082,1830
1130,6908,1150
1070,4000,1620
3220,8023,2610
800,216057,1790
1690,4097,1570
809,4240,1260
1240,9694,1820
580,11250,1700
580,11250,1700
1520,6250,1810
1140,43560,1730
1060,7200,1460
1260,7200,1760
3450,50481,3030
1310,5748,1350
3370,6766,3530
1940,6075,2170
1600,7937,2040
1360,7355,1490
800,5040,1020
3010,8413,2840
2340,5500,2830
1780,8542,2470
4200,184694,2370
860,4500,1360
830,5350,1092
890,7080,1460
5040,9417,4300
2950,5040,1450
1080,6250,1070
1080,6250,1070
1080,6250,1070
870,5200,870
2830,6202,2730
1880,14858,1750
2610,5040,1590
2340,5600,1310
810,10582,1460
1310,13500,1790
1090,7799,1880
1370,9600,1490
990,7800,1170
1990,7152,1900
1310,7300,1280
1130,10259,1680
1350,7875,1850
2050,4065,2320
1170,42173,1810
1340,7026,1450
1120,7110,1740
880,13000,1217
2170,4935,2300
1260,4770,2140
1380,10883,3550
1620,8121,1450
1610,10017,1820
3330,9143,2390
1370,5720,2010
690,3030,840
2570,5000,2060
1010,5150,1470
1080,5060,1200
1090,6045,1650
1370,12123,1800
2800,4694,2530
3460,6630,3390
1930,12183,1400
1750,4698,1690
1180,6000,1680
1320,2873,1360
1350,4000,1880
1068,1357,1078
1040,9200,1480
1690,4800,1970
4490,5918,2510
3960,43560,3290
1870,4000,1810
1910,4647,1940
1130,8125,1510
1510,4800,1200
1670,4890,1480
1390,8686,1060
2620,8809,2850
3040,7880,3040
1560,11476,2870
1210,7500,1740
1180,386812,2640
1650,3120,1716
1610,7500,1610
700,6700,1160
1670,9519,1150
1080,10155,1792
3070,223463,3640
2060,2669,1760
1360,5111,1900
1430,11475,1530
1840,2462,1670
2000,7837,2080
1820,7767,1860
2330,16300,2330
1070,8190,1430
930,4300,1740
1040,5796,2300
1960,12436,1960
2040,220413,2970
2200,5000,2860
3810,26400,3810
830,2534,1130
3920,10880,3740
1350,102366,2870
1330,13848,2390
1350,7620,1350
910,8200,1760
1810,7360,2450
1690,3446,1650
2550,8100,2750
2690,28250,2650
3560,7680,1660
2160,125017,2290
3060,5548,2870
1690,7532,1690
1520,6751,1410
2040,6753,1570
2180,17300,2600
1360,4840,1320
2000,7827,1750
1650,5637,1800
2500,7855,2290
1140,7500,1380
2140,6016,1060
2870,7925,2570
830,8184,1180
1960,9753,2080
1130,5200,1140
3630,41965,3620
1764,22387,1490
1650,5800,2340
2650,8965,2920
2370,5454,2090
2710,19000,2150
2490,10000,2690
1500,7560,1500
580,16320,2961
1440,6500,2070
1340,4520,990
1960,3593,1690
1500,11031,2030
1440,5800,1960
1840,4750,2190
1520,7379,1890
2080,5470,2840
1340,2805,1650
1400,3920,1470
1680,110957,2060
3200,203425,3200
1030,7000,1520
1060,4462,1900
1040,5040,1780
1520,7980,1830
1710,3812,1710
1140,9000,1650
1800,4001,1940
950,4110,1060
1330,8097,1970
1680,7425,950
1250,9825,2200
830,5100,1050
770,4800,1390
3280,7570,3110
1220,6518,2680
2790,35290,2750
4150,15121,3840
1780,7625,1510
1460,9840,1820
1410,8058,1500
1300,12054,2170
690,5700,1380
3000,8366,2520
870,5200,1020
1910,65340,2590
770,8000,910
1270,8250,1560
1480,6450,2190
4410,35860,4760
2480,7634,2550
1170,6000,1125
990,7400,1940
1510,6255,1880
1480,7632,2070
950,4760,1080
1710,43560,2460
1710,43560,2460
1130,10125,1680
970,5700,1250
3480,6389,2410
2040,6646,1720
1700,8212,1740
1920,8350,2020
1050,3802,1150
1690,9583,1690
1120,5356,1420
1090,1206,1460
1390,6000,1600
1880,6000,2300
870,7987,1300
1900,16600,2510
2470,5000,1820
2310,5618,1720
880,5500,1960
940,7500,1200
1340,7215,1340
1440,12040,1720
1750,12196,1740
2910,5000,1310
2860,4400,1440
1940,3864,1900
1400,11241,1220
1770,6510,1590
1710,4178,1760
2810,4240,1770
1580,16420,2130
1580,4000,1280
1440,7770,1700
2420,7200,1400
1930,7500,1620
1190,56628,1450
1310,7477,1780
2550,289978,1750
920,2640,1570
1000,9000,1510
1460,4750,1690
1450,40427,2920
1430,11659,1520
2500,4798,2460
720,7250,1760
850,5832,1410
3530,11250,3360
1220,24960,1980
1320,7455,1260
1370,7944,2020
2020,8500,2410
1990,3842,2110
1480,3900,2350
1780,12400,2780
2740,83635,2140
1000,5850,1540
1230,5413,1230
1260,8776,1510
1040,4800,3120
1670,9228,2470
1800,4429,1310
1080,7594,1590
1140,60548,1700
1370,10317,1370
3320,9472,3320
1690,10046,2690
1350,4150,1350
1160,9730,1160
1480,3600,1280
820,5328,2270
2680,7133,2540
1540,6284,1710
2920,26023,2760
1780,7533,1820
1820,7275,2390
3880,16488,3470
1260,10714,1610
1050,5200,1100
790,7200,1150
1010,5977,1260
1040,5897,1390
2060,4500,1500
900,4500,860
1470,5450,2160
1080,20360,1720
1480,9602,2510
1320,8775,1660
880,6000,2040
1220,15000,2050
1220,15000,2050
3040,10026,2420
1890,12400,2660
1440,7920,2140
2280,6670,1610
1560,8000,2360
1180,5500,2100
2390,7320,1820
1190,10400,1960
910,6490,1040
1140,8400,1140
2390,5342,2600
1150,4945,1390
1270,8287,1550
2420,9000,2630
580,8249,1720
1010,8359,1410
2370,6070,2190
1580,9592,1380
2400,8452,2170
3670,9425,2340
840,15247,1200
1410,49222,2240
1530,3800,1530
1460,4280,1930
1620,15680,1620
970,5750,1790
1990,5000,1820
930,6400,1340
1210,6900,1550
1650,9776,2240
800,5940,920
930,9000,1730
1760,4000,1840
720,4760,840
620,4760,620
2360,11260,2400
1460,8400,1980
1080,11250,2100
2480,12000,2570
1040,6512,1030
1656,29859,2030
1790,3767,1660
2520,26809,2790
700,6000,1060
4030,40371,4090
760,7102,780
5180,8119,2270
1720,6000,1390
1090,7741,1490
1800,19810,2340
1460,8479,2040
2790,15653,3520
1020,6380,1540
1510,12970,1510
920,14025,2260
700,5599,1130
1280,25343,1680
1440,4500,1640
2740,8250,2290
1400,8220,1760
1370,7156,1210
1310,11250,1600
1680,8214,2040
2260,12534,2820
1050,1245,1350
1820,9288,1430
2800,5000,2790
2140,99316,1720
2430,3844,2650
940,6000,1310
1140,5386,1770
1510,1602,1560
1890,38638,2560
700,5995,1070
1150,5664,1150
2340,3739,1970
1510,1245,1510
1590,16215,3000
1050,4320,1463
1470,3800,1600
1480,9360,1980
960,7620,1060
1380,6122,2020
2560,10150,2130
1540,9634,1920
3550,9600,3370
1330,4842,1900
2110,7000,2050
2270,13247,3910
860,5000,1310
570,115434,2040
2030,1441,1450
1500,14013,1580
920,7440,1040
1040,8200,1420
1150,3753,2240
4180,35190,3010
1690,4093,1530
1240,9325,1980
1730,4000,2080
2350,11000,1430
1320,1789,1740
1080,6000,2070
3150,4200,1550
2050,12214,1820
1790,4000,1610
1010,6500,1820
2730,14994,3700
1200,18295,1920
3190,14300,2740
2220,11745,2070
1010,7700,1640
860,7682,1550
1230,7238,1710
1280,7560,2100
1680,10362,1820
2200,39413,2840
2300,8835,2280
1360,5500,1950
2290,7500,2700
970,8400,1590
1200,8068,1380
1580,9675,1950
1120,10500,1320
1200,9481,1450
1470,1506,1470
2270,9600,2260
2540,18730,3880
720,5750,1500
1200,7668,1510
860,10359,1480
930,6600,1590
2400,7756,2040
1960,11785,2360
1260,6775,1430
1590,2890,1540
2590,9264,2730
860,4080,1540
1270,2206,1420
1130,1710,1140
1860,14055,2040
1802,7332,1810
3420,5600,3220
940,7161,1400
2320,33305,2610
1130,10798,1270
1230,12000,1930
1830,12233,1520
1470,8887,2640
2830,5100,1780
900,2880,1940
2290,19447,2980
1930,10001,2410
1030,5250,1030
1150,1855,1620
1220,8775,1180
1730,5336,1100
1540,1456,1540
1570,4000,1640
1640,7320,2020
1240,7200,1210
1050,8000,1800
1410,9198,2190
3040,6259,2670
1080,9364,1800
870,7302,1900
1900,19166,1640
1600,9830,1890
2530,6000,1886
1860,2456,1760
2090,5179,2280
3100,8344,2710
1350,7800,2700
1140,4650,1530
930,4000,1300
1960,8400,1960
1290,7760,1750
910,6281,970
1300,8348,2160
1000,10395,1490
1630,9856,2470
2840,9605,1934
1860,5205,1940
1920,7800,1890
840,64069,1850
2390,32109,1370
2100,8560,2130
2430,6028,2430
1280,4000,1920
1350,9500,1370
2160,34992,2450
900,6415,1720
2840,9612,2170
2510,20000,2130
1690,15899,1700
1930,5479,1900
720,4920,670
2990,18752,3340
2300,6000,1200
460,4120,990
890,3740,1640
1900,16477,1900
1260,10485,2040
1700,5543,2020
2820,15375,3250
1180,10200,1330
520,4960,800
1260,5458,1690
1360,7866,1820
2050,7187,2680
1310,9450,1310
1250,9600,1320
1290,7700,1770
1250,4800,2250
970,1820,1670
1520,9876,1670
4010,9873,1870
1660,4871,1670
3400,5100,1860
1380,5000,1990
2540,11258,2920
1810,9780,1520
1990,5061,2980
1290,8809,1640
930,3800,1670
2390,7585,2070
1680,4500,1950
1790,9142,1790
1150,6207,1820
1570,4000,1490
1630,5400,2280
1260,8400,1120
1190,12114,1700
1520,4880,2440
1650,4000,1820
1780,2961,1610
1900,5194,2230
960,8450,1090
1640,7770,1640
850,5000,1160
1900,9071,2150
2780,4160,2260
1030,6987,2230
1330,7698,1600
1700,10202,2560
3520,9667,3490
890,8100,1260
930,3750,1380
3820,13860,4040
1040,5000,1440
2820,4853,2560
1320,155073,1830
2590,7648,1670
1180,6740,1460
960,9104,1580
1190,9520,2230
2770,9219,2770
1060,8100,1410
4010,12334,4010
1140,7078,1460
1910,9000,1380
2340,8955,2340
740,3919,1570
1290,9508,1290
1810,1585,1470
910,4820,1600
1270,8831,2030
3830,219106,2440
2920,8943,2920
2630,5765,2360
1320,7991,1670
1400,9375,1270
1600,4327,2020
1090,7905,1880
2170,6074,2150
1090,2121,1280
1620,10011,1660
1580,9700,2400
1240,9344,1440
820,2820,1180
1230,17425,2750
1890,8515,1890
1890,12323,2390
2440,6900,1920
1340,7280,2060
2830,11596,3840
1690,5000,2240
1560,12220,1920
1980,4500,2200
2070,44866,2740
1490,10320,2350
2420,4080,1720
1220,9650,1970
3390,22748,4460
2692,5700,2336
1740,4944,2100
1050,3800,1700
1290,5100,1920
1320,8100,1720
3360,36823,3150
1100,8683,1480
2480,9610,2460
1420,11662,1630
1520,4635,1200
2280,11800,1790
3010,49222,2590
2550,9686,1770
1540,5110,1540
2280,6150,1920
2450,6941,3300
1720,5000,2200
690,4864,1650
800,4650,1490
1470,43301,1670
1840,11403,2150
1170,10125,1680
1544,4200,1770
830,3774,1300
1150,12400,1560
1140,9750,1190
1260,5100,1230
980,3090,1280
1420,1281,1350
590,6760,1370
1090,1797,1710
1480,17825,1850
1400,131116,2440
2040,10272,1940
970,7800,1480
1760,4300,1760
4170,11381,2990
1750,14400,2030
3620,7200,2330
1660,8598,2380
1020,6000,1230
2044,5610,2440
1340,4500,1350
1170,3800,1400
1100,7245,1660
2020,11970,1530
2530,8791,2280
870,5750,1310
1980,4933,1730
3180,14450,3670
1350,7800,1380
1940,4581,2110
2460,30401,3810
3950,13810,3880
1590,207781,2340
1920,5040,1870
800,3400,1640
1910,4800,1410
2400,8258,2400
3860,10400,3170
1980,4560,1630
1840,17310,3530
3430,35230,3920
1720,3510,1720
1500,10964,1230
1140,15569,1830
1110,8679,1800
1270,8348,1890
1630,2582,1610
2520,55321,2780
1520,9464,1770
1212,1226,1256
1890,9257,1600
1370,6600,1370
1770,7349,1770
1300,5400,1470
1190,6968,1700
1690,12436,1280
1330,7210,1680
3060,5250,1680
2040,223027,2020
1110,12255,2240
2040,4365,1870
1920,10550,1400
1330,9548,1420
1630,2314,1220
1520,8712,1470
1520,8712,1470
1340,7725,1990
1250,8205,1710
1460,1210,1590
3140,12054,2370
1200,6500,1480
3140,19965,2340
1340,49658,2660
710,1721,1480
1260,4650,1430
730,5000,980
1440,3131,1600
1130,14300,1600
1810,8262,1820
2000,18077,2710
2740,9189,2460
1690,4088,1950
1470,4385,1500
2830,9159,3557
1140,13639,1910
1410,8643,1860
1170,4080,1670
1730,5670,2950
1990,29625,3120
1140,7416,1580
2990,8030,2740
1220,4181,1850
2920,184694,2310
1700,6000,1280
1620,13615,1470
760,4000,1520
1230,6000,1240
3760,18116,5200
1330,9160,1500
1250,16433,2240
770,3348,1570
1000,6327,1010
750,6390,1050
1570,11875,3050
1490,8286,1800
1500,7125,2230
1060,31762,2258
1980,5400,1980
1600,5500,1900
2000,8374,2190
1120,1378,1310
1120,8640,1440
3320,11875,3730
2370,9883,2530
830,2666,1610
940,7913,940
2250,57857,2040
2020,3699,2070
5240,68824,1930
4083,41382,2430
1450,6000,1880
800,6794,1590
3555,5637,3625
1610,9000,2410
960,24875,1210
1380,2096,1360
1380,8188,1300
1040,7575,1100
1380,4005,1440
1280,9000,1790
990,5400,1980
1260,5500,1970
2010,4400,1860
8020,18969,4160
1090,7350,1710
2930,6656,1560
2380,114998,1030
2880,7663,2420
1970,7797,2520
750,4850,1770
1410,9600,2120
1200,3914,1500
940,1327,1160
1560,6969,1560
2960,6856,3320
1320,11000,2360
830,8942,1600
2080,5000,1730
1560,3600,1240
2140,213444,2810
1590,5415,2190
960,5687,1550
1120,66022,1680
3310,7027,3200
1080,9611,1190
2860,8515,3070
1490,7710,1560
1210,5850,1640
1910,5657,2970
3905,9687,3900
1600,13056,1410
1250,5000,1670
2260,3713,2260
1200,6000,3290
2480,112384,1640
1390,10750,2240
1550,3889,1510
1330,8587,1600
1950,5529,1730
1160,8250,1160
2430,5620,2910
900,5512,1270
2830,8539,1700
1620,8400,1920
2510,7809,2290
940,5120,1160
1640,9240,1640
1250,6050,1720
1870,3920,1900
1500,20800,1970
1490,6000,1700
2230,8558,2200
1240,7245,1840
1620,7686,1370
1310,9081,1550
850,4160,1600
1502,1466,1377
1900,4085,2520
2600,14933,3230
1080,5413,1310
1670,7906,1310
990,29621,1460
1070,6351,1330
1800,2755,1800
2980,7760,2750
1340,7218,1580
1320,36962,2170
4590,35074,3600
1700,5711,2960
940,10360,2019
1170,10793,2420
2070,5173,2760
950,12416,1560
890,5376,1260
1370,8022,2090
1600,7210,1700
2550,4431,1970
1010,6000,1220
1720,6840,1730
1610,3505,1890
1400,9600,1230
1330,8720,1830
1590,11447,3150
1600,9104,1580
3600,18019,2050
1390,10095,1390
2092,217800,2092
1030,6240,2810
840,3160,1070
1840,6360,1690
2010,7200,1920
1150,7210,1500
3500,8598,3990
1870,1369,1640
1440,6749,1700
2780,5592,2660
1580,9490,1390
1250,8700,1300
970,11666,1160
1100,7650,1430
2730,12884,2610
1290,1503,1470
3810,9792,1950
1500,6360,1190
1530,64033,1710
1200,3758,1520
1860,8505,1560
1450,6098,2390
1540,4000,2120
3950,7200,2930
1300,1740,1260
1610,4950,1300
3310,18786,2900
1390,10802,1990
3750,13000,2980
2470,10980,2340
3040,6054,2650
1120,7975,1330
1880,20674,2180
970,1198,1120
790,7428,1410
870,6678,1500
1000,14940,1490
1510,4200,1460
950,8030,1700
1370,6064,1990
1590,4000,1590
4670,35000,4900
1080,5000,1800
1670,9169,1670
1010,11497,1840
2550,7217,1930
1850,17595,3080
1350,7686,1370
1660,4000,1210
1090,4800,1910
1140,7506,1120
2490,2428,2880
2190,15039,2090
1060,1328,1290
740,4080,1480
2500,9772,2560
1120,4750,1980
1880,4400,2460
1110,1107,1380
1470,6523,1470
1820,8084,2080
1370,6600,2060
1100,15593,1660
1540,7740,1220
1210,9730,1470
3430,36820,3190
2550,6021,2080
820,8833,1370
3670,49658,3040
3150,8525,2760
1550,9282,1450
1190,1923,1410
1300,4080,1410
2430,5414,2100
4290,40510,2810
2570,10753,2940
1680,7480,1540
1250,7931,1450
1020,12500,1200
1510,4916,2140
910,8155,1240
1320,13368,1250
900,6533,2060
890,3844,1010
1240,3609,1430
2960,9528,2480
1020,8400,1290
1510,7245,1930
1100,1673,1110
1300,9946,1630
1200,9450,1340
6090,8325,4210
1390,1302,1390
1430,53628,2100
1250,7242,1340
840,11000,1240
3970,11275,4190
2060,8062,1610
1350,8875,1650
990,4212,1880
700,5000,1340
950,10080,1610
1380,1140,1390
1200,7971,1860
1790,6047,1960
1340,4000,1510
1400,5650,1420
1090,5966,1730
1130,4480,2120
2500,8847,2630
1060,6484,1900
1210,10707,1550
920,8400,1260
1340,9000,1590
960,4800,1440
1630,7330,2090
1310,7000,1860
1560,7900,1480
780,4800,1370
1130,9180,2330
1730,9264,2490
1090,8803,1510
550,7980,1330
1420,12043,2615
1750,1958,1760
1940,11195,2600
2180,5200,2180
1550,7467,1250
1280,8800,1860
1170,4080,1430
1460,5023,1870
1220,7200,1340
960,7528,1320
2230,15400,2500
2400,23400,2260
1170,4200,1540
2250,11871,2140
1230,1840,1540
1350,14404,1520
1880,35532,2780
2950,6550,2400
1260,8382,910
1700,5956,1320
2120,6144,2400
1470,3148,1650
2120,12497,2370
2641,8535,2641
2260,7713,2410
1160,5000,1750
2670,1288,1350
1615,4590,1470
1250,24463,1530
1090,5850,1390
1470,5400,990
1540,29918,2280
1860,2218,1860
1540,7464,2040
3290,6227,3200
2110,17494,2260
1570,5600,2010
1950,11520,1820
880,5234,1390
2070,5650,1960
1200,8400,1110
1350,9336,1670
1470,1418,1540
2860,6018,2980
1740,16100,1400
1840,4000,2340
2710,11307,3080
3030,19281,4140
1170,62290,2470
1410,6757,1660
1350,2560,1800
900,1800,1230
2070,4437,2230
1690,9626,2280
2760,12410,2850
1220,7920,1210
1220,7920,1210
1220,7200,1580
3020,10029,2980
2520,10541,2360
2380,7700,2100
1660,1834,2260
720,6345,720
1730,6245,2000
1830,10025,2800
1030,6781,1220
1590,6885,2180
890,6000,1420
940,7375,1550
810,4080,1400
1370,8006,1530
2260,5100,2260
1430,13125,1690
1410,10500,2170
1290,4998,1840
980,4000,1170
1510,1174,1390
1320,8468,1620
1180,7455,1150
1080,9621,2660
2470,8440,2450
1390,8766,1490
1190,7896,1560
2700,10797,2250
1120,6125,1360
7320,34500,3270
920,7627,1280
2990,8622,2980
720,9736,1120
1750,8100,1830
1930,5892,1540
1240,8834,1240
1010,9219,1610
1490,6486,1920
1400,5400,1490
1400,2595,1620
1020,6497,1280
2860,10273,1840
4270,13137,4190
2270,4427,2360
2560,5890,2800
900,6660,1480
2010,12133,1910
1690,5137,860
1560,7296,1900
1520,1470,1520
1220,3185,1400
2170,8961,1900
1450,16401,2790
850,4800,1150
1500,4000,1690
1070,8433,1460
2450,8193,2310
1420,7961,1920
1850,6038,1510
1870,8160,2030
2580,7507,2390
1840,9100,2700
1750,9305,1840
2860,6050,2460
1000,4800,1000
2210,6327,2170
2700,4800,2850
1640,3600,1890
2630,75794,2250
1750,4590,2240
780,7227,1410
2620,7701,2430
1200,9518,1590
960,3408,1130
1180,7518,1560
840,3880,1220
3440,8400,2160
1290,8820,1790
3270,8872,3460
1080,5934,1470
1310,4800,1130
1110,11060,1890
2700,37457,2700
970,6906,1460
1170,5618,1550
1620,5520,1220
1280,12889,3090
1070,4700,1370
1200,9030,2340
720,1524,1060
2400,6653,1910
2480,9200,2480
1310,7314,1010
1220,9750,2240
1030,4700,2150
1020,4000,1180
1450,4000,1300
1970,13500,1970
1180,8816,1120
1500,7500,2140
1970,51836,1970
1890,7188,2590
1170,8431,1680
1870,7592,1550
1520,4080,1320
3070,8527,3070
1400,14850,1350
980,4498,1460
1340,87117,2580
2030,6825,1810
1920,9300,2790
1760,19884,2220
1580,7808,1740
940,4840,1360
1730,8823,2090
1140,8124,2060
1030,9463,1460
