sqft_above,sqft_lot15,sqft_living15,waterfront,view,condition,grade,bedrooms,sqft_basement_cat,floors,yr_built_cat,zip,price,year_bin
1140,9633,1510,0,0,4,7,3,1,1.0,1,0,195000,6
1380,6000,1440,0,0,3,7,4,4,1.0,1,1,650000,4
1690,8705,1840,0,0,4,8,3,1,1.0,1,0,530000,5
1800,7660,2390,0,0,5,8,4,4,1.0,1,1,825000,6
1600,8102,1660,0,0,3,7,4,1,1.0,1,0,436000,6
1010,15792,1820,1,4,1,5,2,1,1.0,1,1,658000,2
950,6380,1430,0,0,4,7,3,3,1.0,1,1,547500,3
1400,3663,1610,0,0,4,8,3,3,2.0,1,1,762000,0
1460,7616,1600,0,0,3,7,3,4,1.0,1,1,340000,4
1830,5800,2190,0,2,4,9,4,3,1.0,1,1,880000,4
2060,3600,1820,0,0,3,9,4,4,2.0,2,1,1220000,9
2170,11810,3170,1,4,3,8,4,4,2.0,3,1,1950000,10
1150,7751,2470,0,0,3,7,3,1,1.0,1,1,382500,4
1210,11108,2040,0,0,3,7,3,3,1.0,1,0,344500,6
1030,7663,1480,0,0,3,7,4,2,1.0,1,1,375000,7
370,5000,1340,0,0,5,5,1,1,1.0,1,1,276000,2
2180,10350,2410,0,0,3,8,5,3,2.0,1,0,500000,6
2105,8022,1930,0,0,3,8,4,1,2.0,2,0,330000,9
890,7500,1930,0,0,3,7,3,1,1.0,1,1,328000,4
1340,8820,1730,0,0,3,7,3,1,1.0,1,0,450000,6
1490,9379,2290,1,4,3,7,4,3,1.0,1,1,840500,4
2770,9695,2660,0,3,3,8,3,1,2.0,1,0,679000,5
1090,8100,1470,0,0,3,7,3,3,1.0,1,1,270000,5
3160,7917,2540,0,0,3,8,5,1,2.0,1,0,757500,6
1830,2667,1850,0,0,3,7,2,1,2.0,2,0,524950,9
2950,54672,1720,0,0,4,8,4,1,1.0,1,0,424900,5
1430,9840,1430,0,0,5,7,3,1,1.0,1,0,551100,4
1420,9655,2020,0,0,5,7,3,1,1.0,1,0,421000,6
2460,8918,2760,0,0,4,8,4,1,2.0,1,1,635000,4
1340,6000,1260,0,0,4,7,3,1,1.5,1,1,255000,1
1030,7920,1690,0,0,3,7,4,3,1.0,1,1,419950,4
2650,8668,1450,0,0,4,7,6,1,1.0,1,0,325000,6
1677,3600,1677,0,0,3,7,4,1,2.0,3,0,281000,10
1460,11856,2670,0,0,3,7,3,3,1.0,1,0,655275,5
1270,3959,1660,0,0,5,8,3,4,1.0,1,1,861000,2
2060,10796,2590,0,4,4,9,3,3,2.0,1,0,850000,6
1290,6675,1880,0,0,3,8,3,2,1.0,1,0,246000,8
700,7050,1190,0,0,4,6,2,1,1.0,1,1,380000,2
3430,8741,3110,0,0,3,10,4,1,2.0,2,0,813000,8
3140,11049,2750,0,0,3,10,4,1,2.0,1,0,990000,7
1740,4700,1590,0,0,3,7,3,3,2.0,2,1,650000,9
1990,6180,1910,0,0,3,7,4,1,2.0,1,0,273000,8
2050,12841,1920,0,0,3,7,4,1,2.0,1,0,398000,8
930,12375,1630,0,0,4,6,2,1,1.0,1,1,200000,3
1230,7960,2100,0,0,3,7,3,1,1.0,1,0,839000,4
1250,9100,1550,0,0,3,7,3,3,1.0,1,0,502000,7
1360,8436,1660,0,0,4,7,3,3,1.0,1,0,305000,6
3160,10000,2130,0,0,4,8,5,1,2.0,1,0,574950,7
1120,7714,1350,0,0,3,7,3,1,1.0,1,1,311000,3
1620,7009,2570,1,4,5,7,3,4,1.0,1,0,1650000,5
1230,9575,1270,0,0,5,7,3,1,1.0,1,0,387000,5
1190,16239,2150,0,3,3,7,3,1,1.5,1,1,375000,4
740,6000,1160,0,0,5,6,2,1,1.0,1,0,175000,1
1770,5679,1790,0,0,3,7,4,1,2.0,2,0,248000,9
1350,7803,1720,0,0,3,8,4,2,1.0,1,1,336750,4
2770,49495,2940,0,0,4,9,4,1,2.0,1,0,685000,8
2330,4400,2620,0,0,3,9,4,1,2.0,2,0,645000,9
1660,6228,2240,0,0,3,7,3,1,2.0,2,0,279000,9
1730,1026,1280,0,0,3,8,2,1,3.5,2,1,479000,9
1280,8274,2020,0,0,3,7,3,3,1.0,1,1,466000,5
2190,7150,1950,0,0,3,7,4,1,2.0,2,0,361500,8
1720,7625,1720,0,0,3,7,3,1,1.0,2,0,404000,8
2360,8410,1860,0,0,3,8,4,1,2.0,1,0,319000,8
1490,9915,1720,0,0,4,6,3,1,1.0,1,0,320000,6
2610,5000,1940,0,0,3,9,4,3,2.0,3,1,1310000,10
1670,8956,2840,0,4,4,9,3,3,1.0,1,0,1000000,6
2290,9120,2290,0,0,4,8,4,1,2.0,1,0,660000,6
1790,3119,1770,0,0,3,8,4,1,1.5,1,1,546000,0
1190,9130,1530,0,0,4,6,4,3,1.0,1,1,300000,2
1760,12088,2200,0,0,4,7,2,1,1.0,1,0,500000,5
2430,5556,2430,0,0,4,8,4,1,2.0,2,0,381500,9
2630,15320,3140,0,0,4,9,3,1,2.0,1,0,990000,5
2390,4521,2390,0,0,3,8,4,1,2.0,2,0,278226,9
1220,4081,1270,0,0,4,7,2,2,1.0,1,1,340000,4
1520,8320,2210,0,0,3,8,4,3,1.0,1,0,305000,6
1700,9900,2540,0,4,3,8,4,3,1.0,1,1,760000,5
2170,9750,1500,0,0,3,7,4,1,2.0,1,1,195000,4
1260,7057,2000,0,0,4,7,4,3,1.0,1,1,564000,5
1660,9500,2590,0,0,3,8,4,3,1.0,1,0,539500,6
790,6955,1130,0,0,3,6,4,3,1.0,1,1,299980,4
1850,6875,1750,0,0,3,7,4,1,2.0,1,0,290000,8
770,11084,1010,0,0,4,6,2,1,1.0,1,1,257000,4
1420,8700,2020,0,0,3,8,4,3,1.5,1,1,518500,7
1810,10425,1980,0,0,3,9,4,4,1.0,1,0,657000,7
2680,47044,1940,0,0,3,7,3,1,2.0,1,0,590000,7
1110,8100,1950,0,0,3,7,4,4,1.0,1,1,526000,5
1150,11400,1100,0,0,3,6,2,1,1.0,1,1,254500,1
980,3706,1620,0,0,5,7,2,1,1.0,1,1,575000,0
1690,10500,1570,0,0,4,7,3,1,1.0,1,0,464550,6
1320,6565,1840,0,0,4,7,3,1,1.0,1,0,409950,6
910,9891,1326,0,0,3,6,2,1,1.0,1,0,100000,5
820,1201,1130,0,0,3,7,2,1,2.0,2,1,365000,9
1300,7420,1250,0,0,4,6,3,1,1.0,1,0,208000,5
1550,4300,1540,0,0,3,7,4,2,2.0,2,1,497950,8
3006,9118,2140,0,0,3,9,5,3,2.0,2,0,405000,9
2740,22499,2710,0,0,3,9,3,1,2.0,1,0,568000,8
890,5900,1090,0,0,3,6,2,1,1.0,1,1,334000,3
1090,10850,1100,0,0,4,6,3,1,1.0,1,1,235000,5
1170,9832,1340,0,0,3,7,2,1,1.0,1,0,295000,5
2600,11600,1810,0,0,3,8,4,1,1.0,1,0,610000,8
1300,6032,1930,0,2,3,7,4,3,1.0,1,1,453500,5
2200,4725,2310,0,0,5,8,4,4,1.5,1,1,1220000,1
1410,6000,1540,0,0,3,7,2,1,1.0,1,0,175000,6
1410,6000,1540,0,0,3,7,2,1,1.0,1,0,335000,6
1010,7620,1850,0,0,4,7,3,3,1.0,1,1,275000,5
860,2800,980,0,0,4,6,2,2,1.0,1,1,400000,1
1740,6500,1770,0,3,4,8,3,4,1.0,1,1,915000,7
1500,9163,2270,0,0,5,8,4,3,1.0,1,0,619850,6
1010,8470,1290,0,0,4,7,3,3,1.0,1,0,225900,5
960,6000,1550,0,0,3,7,2,1,1.0,1,1,525000,0
1900,9600,2040,0,0,4,7,4,1,1.0,1,0,215000,6
2580,7988,2580,0,0,3,9,3,1,2.0,1,0,802000,7
2340,10760,2250,0,0,3,9,4,1,2.0,2,0,330000,8
1580,10948,2270,0,0,4,7,3,1,1.0,1,0,549800,5
1230,8316,1168,0,0,4,6,4,1,1.5,1,0,195500,4
1590,7733,1790,0,0,3,7,3,1,2.0,1,0,338000,8
3500,14663,4913,1,4,4,12,4,4,1.0,1,0,3200000,8
1770,6500,1780,0,0,5,7,4,1,1.0,1,0,480000,6
1200,10080,1840,0,0,3,7,4,3,1.0,1,1,383000,5
1430,7777,1220,0,0,3,7,3,1,1.0,1,0,257000,6
2190,6687,2430,0,0,4,8,4,1,2.0,2,0,335000,8
2310,9819,1800,0,2,3,8,4,1,2.0,3,1,422000,10
1400,10182,2050,0,0,5,7,3,3,1.0,1,0,560000,5
3620,54193,3310,0,0,3,10,4,1,2.0,2,0,680000,9
1210,7205,1210,0,0,3,7,2,1,1.0,1,1,320000,4
2330,17461,3320,0,2,3,10,3,1,1.0,2,0,665000,8
2840,7398,2840,0,0,3,9,3,1,2.0,2,0,751000,9
1310,10746,1310,0,0,5,7,6,4,1.0,1,1,320000,5
1820,19961,1880,0,0,4,7,4,1,2.5,1,1,290000,1
1470,7825,1390,0,0,3,7,4,1,1.0,1,1,250000,6
1100,9709,1340,0,0,5,7,3,1,1.0,1,0,423000,5
1050,9020,1990,0,0,3,8,4,4,1.0,1,0,601002,6
1240,1740,1220,0,0,3,7,2,1,2.0,2,1,352900,9
2210,73616,2000,0,3,3,9,3,1,2.0,2,0,509950,8
1340,1090,1340,0,0,3,8,2,1,3.0,2,1,360000,9
1780,10006,2840,0,1,4,8,4,3,2.0,1,0,1080000,5
2390,7346,2180,0,0,3,7,3,1,2.0,2,0,349950,9
2250,7386,2480,0,0,3,9,4,1,2.0,1,0,395000,7
1540,15265,1920,0,0,3,8,3,2,1.0,1,0,273500,6
1670,6000,1710,0,0,5,8,4,2,1.0,1,1,700000,4
2370,8144,2380,0,0,4,9,3,1,2.0,1,0,699000,7
1620,11700,2500,0,0,3,8,4,4,1.0,1,0,537000,7
1240,10735,1390,0,0,3,6,3,1,1.0,1,0,405000,6
800,1200,806,0,0,3,7,2,1,2.0,2,1,269500,8
1300,7900,1790,0,0,3,7,4,3,1.0,1,1,260000,5
1650,10000,1420,0,0,3,7,3,1,2.0,1,1,266750,7
4320,7750,1920,1,4,3,8,5,1,2.0,1,1,1800000,3
1830,7192,2130,0,0,3,8,2,2,1.0,1,1,779000,4
1870,43676,2710,0,3,3,9,3,3,1.0,1,0,500000,8
3080,5711,1980,0,0,4,7,4,1,1.5,1,1,365000,4
1560,5400,2620,0,1,4,7,2,1,1.5,1,1,724000,3
3220,16641,3670,0,0,3,11,4,1,2.0,1,0,890000,8
1250,3600,1680,0,0,3,7,4,2,1.5,1,1,431000,0
960,21850,1020,0,0,3,6,2,1,1.0,1,0,242000,4
2670,7504,2290,0,0,3,7,4,1,2.0,2,1,415000,8
2310,1552,1360,0,0,3,8,7,1,2.0,1,1,727160,7
2010,19354,2630,0,2,4,9,4,4,1.0,1,0,1110000,7
1090,5475,1160,0,0,5,8,2,1,1.0,1,1,265000,6
1080,4535,1230,0,0,4,7,3,3,1.0,1,1,519000,0
1840,8025,1390,0,0,3,7,4,1,2.0,1,1,262000,5
3160,13194,3490,0,0,5,10,4,1,2.0,1,0,1190000,5
1170,6095,1520,0,0,4,7,3,2,1.0,1,0,295000,8
1480,46609,2570,0,0,3,7,3,3,1.0,1,0,615000,7
1710,8525,3080,0,4,5,8,4,4,1.0,1,1,1100000,5
2630,4668,2130,0,0,3,8,4,1,2.0,1,0,575000,8
1350,1652,1520,0,0,3,7,3,1,3.0,2,1,388000,8
1530,8680,2070,0,0,4,8,4,4,1.0,1,0,750500,8
1760,6230,2830,0,0,3,8,3,3,1.0,1,0,527500,6
1980,108900,3170,0,0,3,8,3,3,2.0,1,0,503000,7
2560,4000,1910,0,0,3,10,4,3,2.0,2,1,1050000,9
800,7440,1010,0,0,3,7,2,1,1.0,1,1,325000,4
1580,6128,1500,0,0,5,7,3,1,1.5,1,1,402000,4
1060,3844,1320,0,0,4,6,3,3,1.0,1,1,370000,2
1150,7560,1750,0,0,4,7,3,3,1.0,1,1,329950,5
600,6120,1090,0,0,3,5,2,1,1.0,1,1,135000,3
1110,8082,1630,0,0,5,7,4,3,1.0,1,1,482500,8
1260,7732,1300,0,0,5,7,4,1,1.5,1,1,259000,4
1470,8625,2050,0,0,4,7,3,3,1.0,1,0,210000,7
2790,6752,2900,0,0,3,9,4,1,2.0,2,0,459000,9
1800,36386,2460,0,0,4,7,3,3,1.0,1,0,375000,6
900,9570,1380,0,0,3,7,3,2,1.0,1,1,295000,6
1350,4590,1700,0,0,4,8,3,4,1.0,1,1,910000,5
1740,18352,1810,0,0,4,7,4,1,1.5,1,0,470000,2
2070,7980,1600,0,0,4,7,4,1,1.5,1,1,565000,3
2170,2648,1880,0,0,3,8,4,3,1.0,1,1,339950,4
1160,103237,2300,0,0,3,7,5,4,1.0,1,0,547000,6
810,8382,1040,0,0,4,5,2,1,1.0,1,1,125000,3
3390,8460,3970,0,2,4,11,4,3,2.0,1,1,2300000,2
1620,8062,1960,0,3,3,8,3,3,1.0,1,1,348000,7
1460,9315,1310,0,0,2,7,3,1,1.0,1,0,175000,5
1770,3833,1770,0,0,3,8,3,1,2.0,1,1,439950,8
1120,335289,1010,0,0,4,6,3,1,1.0,1,0,230000,3
1520,2550,1460,0,0,3,7,3,1,2.0,2,1,207000,9
1510,16445,1610,0,0,4,8,5,4,1.0,1,0,320000,7
3440,75794,3470,0,0,3,10,5,4,2.0,1,0,1090000,7
1320,14250,1720,0,0,4,7,4,1,1.0,1,0,510000,4
1670,5239,2160,0,0,4,7,4,2,1.5,1,1,730000,3
1940,7326,2000,0,0,5,8,3,3,1.0,1,1,750000,6
960,8060,1640,0,0,3,7,3,1,1.0,1,1,237000,5
3440,112820,2710,0,0,3,9,3,1,2.0,1,0,560000,8
1890,12432,2500,0,0,4,8,3,4,1.0,1,0,745000,6
4440,12333,4040,0,0,3,11,3,4,2.0,1,0,1830000,8
1990,6250,1220,0,0,3,7,3,1,2.0,1,1,180000,6
1990,6250,1220,0,0,3,7,3,1,2.0,1,1,309950,6
1410,4950,1560,0,0,3,7,4,2,1.5,1,1,715000,1
1350,3800,1830,0,0,3,7,4,3,1.5,1,1,620000,1
1990,7511,1680,0,0,3,7,3,1,2.0,2,1,330000,8
1210,7500,1640,0,0,3,7,4,2,1.0,1,1,525000,6
2040,15314,2510,0,0,4,9,6,4,1.0,1,0,611000,6
1490,7917,2210,0,0,3,8,4,3,1.0,1,0,294000,8
1480,10710,2030,0,0,4,7,3,3,1.0,1,0,463000,6
1770,7210,2560,0,0,4,8,3,1,1.0,1,0,320900,8
2050,4504,2480,0,0,3,7,4,1,2.0,2,0,369950,9
3130,104544,2720,0,0,4,9,4,1,2.0,1,0,565000,7
2270,5400,1710,0,0,4,8,4,4,1.5,1,1,589500,2
1810,10000,1570,0,0,4,7,4,1,2.0,1,1,400000,6
1450,9500,2170,0,0,3,8,3,3,1.0,1,0,458000,6
2495,6300,2490,0,0,3,7,4,1,2.0,2,0,436000,9
1290,6150,1960,0,1,5,6,3,1,1.0,1,1,310000,4
3004,5700,2665,0,0,3,9,5,1,2.0,2,0,398000,9
1390,8400,2110,0,0,5,8,4,3,1.0,1,0,625000,6
4050,33880,4770,0,0,3,12,5,1,2.0,1,0,1010000,8
740,6000,1090,0,0,4,6,2,2,1.0,1,1,435000,3
1300,9990,1900,0,0,3,7,3,3,1.0,1,0,250000,5
1450,7316,1440,0,0,3,7,3,1,1.0,1,1,430000,5
2250,4600,1600,0,0,3,9,4,2,2.0,3,1,790000,10
3930,10520,2880,0,1,5,9,5,3,2.0,1,0,1680000,4
1130,6440,1830,0,0,3,7,4,3,1.0,1,1,250000,8
2340,9000,2460,0,3,4,8,5,2,2.0,1,1,1120000,4
1050,7819,1810,0,0,4,7,3,3,1.0,1,1,383900,5
2210,5901,2200,0,0,3,8,4,1,2.0,2,0,330000,9
1910,42803,2510,0,0,4,7,3,3,1.0,1,0,624000,6
1140,5750,1780,0,0,4,8,5,4,1.0,1,1,383000,4
4400,186846,2280,0,0,4,9,4,1,2.0,1,0,687000,8
2460,10000,2900,0,0,3,9,4,3,2.0,2,0,558000,8
1380,3900,1620,0,0,3,7,3,1,2.0,1,1,275000,6
2020,10425,1840,0,0,4,7,5,4,1.0,1,0,687500,5
1870,6821,1970,0,0,3,7,3,1,2.0,1,0,275000,8
3030,10560,2340,0,2,3,8,3,1,2.0,1,1,700000,6
1210,7500,1840,0,0,3,7,2,1,1.0,1,0,342500,7
2740,43560,2080,0,0,3,8,4,1,2.0,2,0,483500,8
1350,6000,1440,0,0,4,6,3,1,1.0,1,1,190000,1
1350,6000,1440,0,0,4,6,3,1,1.0,1,1,300000,1
1000,4000,1660,0,0,3,8,3,2,2.0,2,1,540000,9
1270,8993,1270,0,0,3,7,3,1,2.0,1,0,140000,7
1560,12900,2000,0,0,4,7,4,2,1.0,1,0,275000,5
2120,7650,1180,0,0,4,7,3,1,1.0,1,0,370000,5
1040,13228,1950,0,0,4,7,2,1,1.0,1,1,227000,3
1010,8418,1369,0,0,4,7,4,3,1.0,1,0,312000,5
1410,5650,1430,0,0,3,6,2,1,1.5,1,1,260000,1
1370,2090,1630,0,0,3,9,3,1,2.0,1,1,797000,0
2720,228690,2330,0,0,3,6,6,2,1.5,1,0,640000,4
2080,31331,2510,0,0,3,7,4,4,1.0,1,0,605000,6
1350,6799,1620,0,0,3,7,3,3,1.0,1,0,329950,7
960,392040,1940,0,0,3,5,2,1,1.5,1,0,180000,4
1160,8300,1720,0,0,3,7,3,2,1.0,1,0,220000,7
1630,4748,2430,0,0,3,8,4,3,1.5,1,1,723000,2
1070,8410,1490,0,0,4,7,3,2,1.0,1,1,375000,2
1760,7650,1760,0,0,4,7,3,1,1.0,1,1,388000,5
1730,7125,1550,0,0,4,6,5,1,1.0,1,1,249950,3
1190,8250,1870,0,0,4,7,5,4,1.0,1,1,390000,5
1690,11600,2300,0,0,4,8,4,1,1.0,1,0,705000,5
3220,7875,1600,0,0,4,8,4,1,1.5,1,0,590000,5
1370,11097,1850,0,0,3,7,4,3,1.0,1,1,292000,4
2100,214315,1330,0,0,3,8,3,1,1.0,1,0,506000,8
2770,9000,2670,0,0,4,9,4,1,2.0,1,0,907500,7
4040,18831,3000,0,0,4,9,4,1,1.0,1,0,2270000,4
1420,5100,1430,0,0,4,7,4,4,1.5,1,1,319500,0
980,2976,1600,0,0,3,6,5,3,1.0,1,1,265000,1
1130,10650,1320,0,0,3,7,3,1,1.0,1,1,237000,4
1500,9639,1520,0,0,5,6,5,1,1.5,1,1,235000,5
1810,6000,2840,0,2,3,8,4,2,1.5,1,1,740000,2
1080,4980,940,0,0,3,7,3,2,1.0,1,1,359000,7
2230,5500,1910,0,0,3,7,4,1,2.0,2,0,334950,8
790,8100,1420,0,0,3,6,2,1,1.0,1,1,259950,4
2230,4860,2800,0,0,3,7,4,1,2.0,2,0,253000,9
1710,3680,1730,0,0,3,8,3,1,2.0,2,0,561000,9
1260,5100,1640,0,0,3,7,2,1,1.0,1,1,455000,3
920,13800,2690,0,0,3,8,4,4,1.0,1,0,675000,6
1090,7560,1260,0,0,3,7,3,1,1.0,1,0,267000,6
2689,5700,2665,0,0,3,9,4,1,2.0,2,0,368000,9
1620,3060,1420,0,0,5,7,3,1,1.5,1,1,599995,2
940,10500,1660,0,0,4,7,3,1,1.0,1,0,342500,5
1940,11769,2405,0,0,4,8,4,1,1.0,1,0,252000,6
1590,9750,1560,0,0,4,7,3,1,1.0,1,0,247200,5
2080,5102,2060,0,0,3,9,3,3,2.0,1,1,910000,4
1870,10804,1870,0,0,3,8,4,1,1.0,1,0,419950,6
880,8760,990,0,0,4,6,3,1,1.0,1,0,160000,5
3030,5314,2910,0,0,3,9,4,1,3.0,3,0,799950,10
2140,14174,2000,0,0,3,7,3,1,2.0,1,0,400000,7
1430,8625,1940,0,0,3,6,5,3,1.0,1,1,210000,5
1430,8625,1940,0,0,3,6,5,3,1.0,1,1,475000,5
2090,4200,2040,0,0,3,7,3,1,2.0,2,0,355900,9
1760,10004,2300,0,0,3,7,3,3,1.0,1,0,420000,6
1700,10240,2430,0,0,4,9,4,3,1.0,1,0,710000,6
1880,15150,2210,0,0,3,7,4,3,1.0,1,0,518000,6
1200,5987,1200,0,0,3,6,3,1,1.0,1,1,375000,3
1010,8350,1270,0,0,3,6,3,1,1.0,1,1,185000,4
1520,3425,1640,0,0,3,7,3,1,2.0,1,0,402000,7
2170,49500,2840,0,0,3,7,3,1,1.0,1,0,585000,6
1980,2541,1550,0,0,4,7,4,1,2.0,1,1,500000,0
2670,7523,3190,0,0,4,10,4,2,2.0,1,1,1720000,2
3520,12880,3020,1,4,3,11,5,4,3.0,2,1,1680000,8
760,1171,1480,0,0,3,8,2,2,2.0,3,1,570000,10
1390,4800,1540,0,0,4,7,8,4,2.0,1,1,680000,0
1690,11360,1390,0,0,4,7,3,1,2.0,1,0,345000,7
2150,3915,2220,0,0,3,7,4,1,2.0,2,0,355000,9
1180,8800,1510,0,0,4,7,3,1,1.0,1,0,390000,5
1400,9600,1280,0,0,3,7,3,1,1.0,1,0,128000,6
1300,4800,1300,0,1,4,7,3,1,2.0,1,1,448500,1
1590,9975,1800,0,0,4,6,3,1,1.5,1,1,346000,4
1330,6780,2630,0,1,3,8,3,3,1.0,1,1,779000,3
1510,10037,1520,0,0,3,7,3,1,1.0,1,0,335000,4
1830,8200,3100,0,3,5,9,4,4,2.0,1,1,1850000,1
2850,21798,3020,0,0,3,10,3,1,2.0,1,0,799990,8
2830,16430,2830,0,0,3,11,3,1,2.0,2,0,1080000,9
1110,1311,1420,0,0,3,8,2,1,3.0,2,1,371000,9
1900,10500,1990,0,0,5,7,4,1,1.0,1,0,620000,6
1340,7605,1800,0,0,3,7,4,3,1.0,1,1,343000,5
1010,9600,1510,0,0,5,6,3,1,1.0,1,0,265000,6
4670,14824,3810,0,0,3,11,5,1,2.0,2,0,1000000,8
1870,24338,3400,0,4,3,8,3,4,1.0,1,1,825000,4
4070,10106,4080,0,0,3,10,4,1,2.0,2,0,889000,9
1100,8470,1830,0,0,4,8,3,3,1.0,1,0,305000,6
1700,6635,1700,0,0,4,8,2,1,2.0,1,0,407000,6
1340,12000,2090,0,0,4,7,5,3,1.0,1,0,613000,6
4660,24274,3140,1,4,3,12,3,1,2.0,1,1,1640000,6
1550,4000,1780,0,0,5,7,3,3,2.0,1,1,645000,0
3360,12343,2800,0,0,3,10,4,4,2.0,2,0,1160000,9
2320,37523,2875,0,0,3,8,3,1,2.0,1,0,610000,7
2730,11110,2980,0,0,3,10,3,4,2.0,1,0,450000,8
720,7209,1080,0,0,5,6,3,1,1.0,1,1,300000,4
2250,19257,3290,0,3,5,9,5,4,1.0,1,0,1120000,5
2260,98000,3110,0,0,3,9,3,1,2.0,1,0,418200,8
1650,2084,1490,0,0,3,7,3,1,2.0,2,0,250000,9
2560,54088,3000,0,0,3,9,3,1,2.0,2,0,619000,9
3720,15180,2020,0,0,3,7,4,1,3.0,1,0,500000,7
2590,15625,2320,0,0,3,8,4,1,2.0,1,0,465000,7
1750,32799,1550,0,0,3,7,4,1,1.0,1,0,322000,3
1620,7686,1550,0,0,3,7,3,1,2.0,1,0,276900,8
1300,13163,1950,0,0,4,7,3,2,1.0,1,0,660000,8
2450,33541,2440,0,0,3,9,3,1,2.0,1,0,480000,8
1070,10796,1940,0,0,3,7,3,3,1.0,1,0,925000,4
2960,16026,2280,0,0,3,9,3,3,1.0,1,0,825000,7
780,7440,1070,0,0,3,6,2,2,1.0,1,1,326000,3
1300,9600,2140,0,0,4,7,3,1,1.0,1,0,205000,5
850,14440,1550,0,0,1,4,2,1,1.5,1,0,150000,4
1770,4134,2120,0,0,3,9,3,1,2.0,2,0,593567,9
2060,10224,2140,0,0,3,8,3,1,2.0,1,0,440000,7
3090,14437,2980,0,0,3,10,3,1,2.0,1,0,751000,8
1050,10075,1320,0,2,4,6,2,1,1.5,1,0,295000,2
1300,4500,1300,0,0,3,7,3,1,2.0,1,1,422500,7
1160,8400,1750,0,0,4,7,3,1,1.0,1,0,480000,5
3420,5000,3350,0,0,3,9,4,1,2.0,2,0,890900,9
2620,6530,2590,0,0,3,9,4,1,2.0,2,0,672500,9
1080,3500,1690,0,0,4,7,4,3,1.0,1,1,605000,2
2490,20140,3390,0,0,5,9,5,4,1.0,1,0,1680000,5
2330,8137,2460,0,0,3,9,4,1,2.0,1,0,565000,7
1720,8496,2220,0,0,3,8,4,3,1.0,1,0,725000,7
1560,2975,1530,0,0,3,8,3,1,3.0,2,1,640000,9
1380,7110,1430,0,0,3,6,4,1,1.5,1,0,253750,3
1760,21075,2420,0,3,4,9,6,4,1.0,1,1,799950,5
1350,8113,1930,0,0,4,7,4,1,1.0,1,0,595000,5
3180,15183,3110,0,1,3,9,4,1,2.0,1,0,850000,6
1790,4252,2480,0,0,3,8,3,1,2.0,2,0,366000,9
1746,6200,1930,0,2,4,8,4,2,2.0,1,1,715000,1
2400,7760,2220,0,0,3,8,4,1,2.0,1,0,300000,8
3490,12348,2910,0,0,3,10,4,4,2.0,1,1,960000,7
1970,3420,1770,0,3,5,8,3,1,2.0,1,1,812000,1
1360,8475,1670,0,0,3,6,3,1,1.0,1,0,234950,6
1460,3800,1700,0,0,4,7,4,4,1.0,1,1,656500,1
920,1598,1110,0,0,3,7,2,1,2.0,2,1,255000,8
1250,17633,2480,0,0,5,7,3,3,1.0,1,0,538000,5
1300,9516,1500,0,0,4,7,3,3,1.0,1,0,260000,5
2678,6607,2780,0,0,3,9,3,1,2.0,2,0,546200,8
890,3429,1670,0,0,3,7,3,2,1.0,1,1,280500,4
1050,4000,1560,0,0,4,7,3,2,1.0,1,1,295000,7
2420,1170,1200,0,0,3,7,4,1,1.5,1,1,700000,0
2090,8770,1820,0,0,3,9,3,1,1.0,1,0,560000,8
4030,10756,3720,0,0,3,10,4,1,2.0,2,0,912000,8
1310,8748,1310,0,0,4,7,3,1,1.0,1,0,437000,6
1800,2929,1610,0,0,3,7,3,1,2.0,2,0,447000,9
820,10200,1670,0,0,4,6,4,2,1.0,1,0,500000,1
880,5120,1550,0,0,3,7,3,2,1.0,1,1,508300,2
1300,8300,1870,0,0,3,7,3,3,1.0,1,1,485000,5
3700,7479,2510,0,1,3,8,7,1,2.0,1,1,540000,4
2280,8265,1920,0,0,3,8,3,1,2.0,1,0,356000,6
860,5671,1100,0,0,4,7,4,3,1.0,1,1,525000,4
3630,12451,3800,0,0,3,10,4,1,2.0,2,0,962800,8
2040,5877,2260,0,0,3,8,4,1,2.0,2,0,315000,9
1750,3155,1750,0,0,3,8,3,1,3.0,2,1,525000,9
1550,2135,1550,0,0,3,8,2,1,2.0,2,1,325000,9
1500,8998,1900,0,0,4,8,4,4,1.0,1,0,965800,5
1440,5175,1010,0,0,4,7,4,1,1.5,1,1,550000,2
1130,8274,1800,0,0,3,6,4,1,1.5,1,1,182200,2
1210,8505,1430,0,0,3,7,3,1,1.5,1,1,315000,5
960,5000,1330,0,0,4,7,2,1,1.0,1,1,500000,0
2160,7737,2460,0,0,3,7,5,1,2.0,2,0,480000,8
1820,8500,3200,0,2,5,9,3,4,1.0,1,1,1690000,5
2690,96703,2360,0,0,4,9,5,4,2.0,1,0,525000,8
1900,8460,1800,0,0,3,7,4,1,2.0,1,1,407500,7
2620,35807,2920,0,0,3,9,4,1,2.0,1,0,443000,7
3150,11900,3200,0,0,4,9,4,1,2.0,1,0,1260000,5
870,4200,1730,0,0,3,7,3,2,1.0,1,1,642000,2
1540,7863,1540,0,0,3,8,3,1,1.0,1,0,520000,5
1720,7200,2220,0,0,4,8,3,2,1.5,1,1,750000,3
1930,4500,2083,0,0,3,8,5,1,1.5,1,1,855000,2
1430,27153,1880,0,0,4,5,4,1,1.5,1,0,275000,3
1800,5250,1220,0,0,5,7,5,4,1.5,1,0,265000,0
3100,45738,3340,0,0,3,10,3,1,2.0,1,0,894400,8
